;ID;jenis_kelamin;pemilik_mobil;pemilik_properti;anak;pendapatan_tahunan;jenis_pendapatan;pendidikan;status_perkawinan;jenis_rumah;usia;pengalaman_kerja;telepon_seluler;telepon_kerja;telepon;ID_email;anggota_keluarga
376;5010397;F;Y;Y;1;225000.0;Working;Higher education;Married;House / apartment;39.00.00;04.00;1;1;1;0;3
377;5047789;F;Y;Y;0;225000.0;Commercial associate;Higher education;Married;House / apartment;29.00.00;03.00;1;0;0;0;2
378;5105657;F;Y;Y;2;540000.0;Working;Higher education;Single / not married;House / apartment;39.00.00;01.00;1;0;1;1;3
379;5150047;F;N;Y;0;283500.0;Working;Secondary / secondary special;Married;House / apartment;49.00.00;02.00;1;0;0;0;2
380;5035791;F;Y;Y;0;90000.0;Pensioner;Secondary / secondary special;Widow;House / apartment;60.00.00;00.00;1;0;0;0;1
381;5021682;M;N;Y;0;1.913.993.262.295.080;Commercial associate;Secondary / secondary special;Separated;House / apartment;51.00.00;10.00;1;0;0;0;1
382;5088699;F;Y;Y;0;252000.0;Working;Secondary / secondary special;Married;House / apartment;48.00.00;03.00;1;0;0;0;2
383;5115797;F;N;Y;1;135000.0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;40.00.00;20.00;1;0;0;0;2
384;5023460;F;Y;Y;0;315000.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;58.00.00;00.00;1;0;0;0;1
385;5096466;M;Y;N;1;450000.0;Working;Higher education;Married;House / apartment;53.00.00;15.00;1;1;0;0;3
386;5146472;F;Y;Y;0;180000.0;Commercial associate;Higher education;Civil marriage;House / apartment;39.00.00;10.00;1;0;0;0;2
387;5024527;F;N;Y;0;270000.0;Pensioner;Secondary / secondary special;Widow;House / apartment;57.00.00;00.00;1;0;1;0;1
388;5095193;M;Y;Y;1;495000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;43.952.817.824.377.400;03.00;1;0;1;0;3
389;5068156;M;Y;Y;0;180000.0;Working;Secondary / secondary special;Married;House / apartment;54.00.00;09.00;1;0;0;0;2
390;5117756;M;Y;N;0;306000.0;Working;Secondary / secondary special;Married;House / apartment;44.00.00;05.00;1;0;0;0;2
391;5066507;F;N;Y;0;157500.0;Working;Secondary / secondary special;Single / not married;House / apartment;48.00.00;21.00;1;0;1;0;1
392;5143164;F;N;N;2;180000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;38.00.00;04.00;1;1;0;0;4
393;5088834;F;N;Y;0;612000.0;State servant;Secondary / secondary special;Married;House / apartment;34.00.00;10.00;1;0;0;1;2
394;5135841;F;N;Y;1;36000.0;Working;Secondary / secondary special;Married;House / apartment;34.00.00;03.00;1;0;1;0;3
395;5023059;M;Y;Y;1;112500.0;Working;Secondary / secondary special;Married;House / apartment;31.00.00;01.00;1;0;0;0;3
396;5125325;M;Y;N;0;292500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;57.00.00;07.00;1;0;0;0;2
397;5135574;F;Y;Y;0;180000.0;Working;Secondary / secondary special;Married;House / apartment;32.00.00;03.00;1;0;0;0;2
398;5009053;F;N;Y;2;202500.0;Working;Higher education;Married;House / apartment;30.00.00;06.00;1;0;0;1;4
399;5028292;F;N;Y;0;292500.0;Working;Higher education;Separated;House / apartment;54.00.00;35.00.00;1;0;1;0;1
400;5029108;M;Y;N;1;315000.0;State servant;Secondary / secondary special;Married;House / apartment;36.00.00;10.00;1;0;0;1;3
401;5091400;F;N;N;0;135000.0;Working;Secondary / secondary special;Married;With parents;34.00.00;02.00;1;0;0;0;2
402;5050768;F;N;N;2;337500.0;Working;Secondary / secondary special;Married;House / apartment;30.00.00;06.00;1;0;0;0;4
403;5113420;F;N;N;1;157500.0;Working;Secondary / secondary special;Single / not married;Municipal apartment;35.00.00;15.00;1;0;0;0;2
404;5113132;F;Y;Y;0;360000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;52.00.00;10.00;1;0;0;0;2
405;5062670;F;Y;Y;1;135000.0;Working;Higher education;Married;House / apartment;41.00.00;12.00;1;0;0;0;3
406;5029352;M;Y;Y;0;270000.0;Working;Higher education;Married;House / apartment;30.00.00;01.00;1;0;0;0;2
407;5105067;M;N;Y;0;157500.0;Working;Incomplete higher;Married;House / apartment;37.00.00;01.00;1;1;1;0;2
408;5143573;M;Y;N;0;157500.0;Working;Incomplete higher;Married;With parents;25.00.00;03.00;1;1;0;0;2
409;5045203;F;Y;Y;0;139500.0;Pensioner;Secondary / secondary special;Married;House / apartment;58.00.00;00.00;1;0;0;0;2
410;5065673;F;N;N;0;135000.0;Working;Secondary / secondary special;Single / not married;House / apartment;32.00.00;13.00;1;0;0;0;1
411;5029544;F;Y;Y;1;133650.0;Commercial associate;Secondary / secondary special;Married;House / apartment;40.00.00;05.00;1;0;0;0;3
412;5045800;M;Y;Y;1;427500.0;Working;Secondary / secondary special;Married;House / apartment;33.00.00;07.00;1;0;1;0;3
413;5111159;F;Y;Y;1;81000.0;Working;Higher education;Married;House / apartment;29.00.00;04.00;1;1;1;0;3
414;5099957;F;Y;Y;1;225000.0;Commercial associate;Higher education;Married;House / apartment;31.00.00;01.00;1;0;0;0;3
415;5143360;F;N;Y;0;126000.0;Working;Secondary / secondary special;Married;House / apartment;62.00.00;06.00;1;1;1;0;2
416;5091753;M;Y;N;2;135000.0;Working;Higher education;Married;House / apartment;35.00.00;04.00;1;0;0;0;4
417;5117403;F;N;N;0;94500.0;Working;Secondary / secondary special;Married;House / apartment;46.00.00;04.00;1;0;0;0;2
418;5149319;F;Y;Y;1;180000.0;Working;Higher education;Separated;House / apartment;52.00.00;16.00;1;0;0;0;2
419;5137542;F;N;N;0;157500.0;Working;Secondary / secondary special;Married;House / apartment;52.00.00;09.00;1;1;0;0;2
420;5095170;M;Y;Y;0;252000.0;Commercial associate;Higher education;Married;House / apartment;38.00.00;07.00;1;0;0;0;2
421;5090780;F;N;N;1;202500.0;Working;Secondary / secondary special;Married;House / apartment;33.00.00;09.00;1;0;0;0;3
422;5092242;F;N;N;0;117000.0;Working;Secondary / secondary special;Married;House / apartment;57.00.00;06.00;1;0;0;0;2
423;5068671;M;N;Y;0;247500.0;Working;Incomplete higher;Married;House / apartment;25.00.00;01.00;1;0;0;0;2
424;5143427;F;N;Y;0;180000.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;64.00.00;00.00;1;0;0;0;1
425;5087994;M;Y;Y;1;180000.0;Commercial associate;Incomplete higher;Civil marriage;House / apartment;43.00.00;18.00;1;0;0;0;3
426;5052739;F;N;Y;2;180000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;29.00.00;01.00;1;0;0;1;4
427;5068747;F;N;N;0;157500.0;Working;Higher education;Civil marriage;With parents;36.00.00;01.00;1;0;0;0;2
428;5025029;F;N;N;0;135000.0;Pensioner;Secondary / secondary special;Married;House / apartment;55.00.00;00.00;1;0;0;0;2
429;5149353;M;Y;Y;0;1.913.993.262.295.080;Commercial associate;Higher education;Married;House / apartment;33.00.00;09.00;1;0;0;0;2
430;5022571;M;Y;Y;0;202500.0;Pensioner;Higher education;Married;House / apartment;60.00.00;00.00;1;0;0;0;2
431;5024578;F;N;N;1;90000.0;Working;Secondary / secondary special;Married;With parents;28.00.00;04.00;1;0;0;0;3
432;5058405;M;Y;Y;0;247500.0;Working;Higher education;Married;House / apartment;35.00.00;07.00;1;0;0;0;2
433;5041869;M;Y;N;0;99000.0;State servant;Secondary / secondary special;Married;House / apartment;53.00.00;01.00;1;1;1;0;2
434;5115894;M;Y;N;0;247500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;48.00.00;04.00;1;0;0;0;2
435;5062749;M;Y;N;1;202500.0;State servant;Higher education;Married;House / apartment;37.00.00;07.00;1;0;0;0;3
436;5045611;F;N;Y;2;90000.0;Working;Secondary / secondary special;Married;House / apartment;32.00.00;02.00;1;0;0;0;4
437;5113288;F;Y;Y;2;121500.0;Working;Incomplete higher;Married;House / apartment;31.00.00;00.00;1;1;1;0;4
438;5053003;F;Y;Y;0;157500.0;Working;Incomplete higher;Married;House / apartment;26.00.00;04.00;1;1;1;0;2
439;5118038;F;N;N;2;121500.0;Working;Higher education;Married;House / apartment;32.00.00;02.00;1;0;0;0;4
440;5091405;F;N;Y;0;135000.0;Working;Secondary / secondary special;Single / not married;House / apartment;48.00.00;05.00;1;1;0;0;1
441;5137022;F;N;N;0;180000.0;State servant;Secondary / secondary special;Widow;House / apartment;50.00.00;01.00;1;1;1;0;1
442;5117594;F;N;N;0;144000.0;Working;Secondary / secondary special;Single / not married;House / apartment;46.00.00;20.00;1;1;1;0;1
443;5085704;M;Y;Y;0;126000.0;Pensioner;Secondary / secondary special;Married;House / apartment;53.00.00;00.00;1;0;0;0;2
444;5137292;M;Y;N;1;225000.0;Working;Secondary / secondary special;Married;House / apartment;42.00.00;20.00;1;1;1;0;3
445;5038751;M;Y;Y;2;157500.0;Commercial associate;Higher education;Married;With parents;39.00.00;02.00;1;0;0;0;4
446;5099900;M;Y;Y;0;157500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;56.00.00;19.00;1;0;0;0;2
447;5116676;M;Y;Y;3;270000.0;Working;Secondary / secondary special;Married;House / apartment;37.00.00;01.00;1;1;0;0;5
448;5061321;F;Y;Y;1;261000.0;State servant;Higher education;Married;House / apartment;41.00.00;04.00;1;0;0;0;3
449;5139410;F;Y;Y;2;135000.0;State servant;Secondary / secondary special;Married;House / apartment;40.00.00;17.00;1;1;0;0;4
450;5048486;M;Y;Y;0;202500.0;Working;Secondary / secondary special;Married;House / apartment;36.00.00;02.00;1;1;1;0;2
451;5139658;F;N;Y;0;157500.0;Pensioner;Lower secondary;Married;House / apartment;64.00.00;00.00;1;0;0;0;2
452;5091280;M;N;Y;1;103500.0;Working;Secondary / secondary special;Married;House / apartment;32.00.00;02.00;1;1;0;0;3
453;5023186;M;Y;Y;0;135000.0;Working;Secondary / secondary special;Married;House / apartment;47.00.00;07.00;1;0;1;0;2
454;5054307;M;N;N;1;135000.0;Working;Secondary / secondary special;Married;House / apartment;28.00.00;02.00;1;0;0;0;3
455;5116879;F;N;N;0;112500.0;Working;Higher education;Single / not married;With parents;30.00.00;00.00;1;1;1;0;1
456;5050453;M;N;Y;1;231750.0;Working;Secondary / secondary special;Married;House / apartment;39.00.00;00.00;1;0;0;0;3
457;5022804;F;Y;Y;0;202500.0;Working;Higher education;Widow;House / apartment;33.00.00;04.00;1;0;0;0;1
458;5091374;M;Y;Y;0;247500.0;Working;Secondary / secondary special;Married;House / apartment;42.00.00;03.00;1;1;1;0;2
459;5135484;F;N;Y;0;135000.0;State servant;Higher education;Single / not married;Municipal apartment;29.00.00;05.00;1;0;0;0;1
460;5054188;F;N;N;0;135000.0;Working;Secondary / secondary special;Married;House / apartment;31.00.00;01.00;1;0;1;0;2
461;5054626;F;N;Y;0;112500.0;Pensioner;Secondary / secondary special;Widow;House / apartment;60.00.00;00.00;1;0;0;0;1
462;5068548;M;Y;Y;0;117000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;53.00.00;03.00;1;0;0;0;2
463;5053472;M;N;Y;0;112500.0;Working;Secondary / secondary special;Married;House / apartment;51.00.00;06.00;1;1;1;0;2
464;5105395;F;N;Y;0;135000.0;Working;Incomplete higher;Single / not married;House / apartment;30.00.00;02.00;1;0;0;0;1
465;5029554;F;N;Y;0;103500.0;Pensioner;Secondary / secondary special;Widow;House / apartment;65.00.00;00.00;1;0;0;0;1
466;5089722;F;N;N;0;315000.0;Commercial associate;Secondary / secondary special;Separated;House / apartment;48.00.00;09.00;1;1;1;1;1
467;5066562;F;N;N;0;180000.0;Commercial associate;Incomplete higher;Married;With parents;23.00;01.00;1;1;0;1;2
468;5062547;F;N;Y;3;247500.0;Commercial associate;Incomplete higher;Married;House / apartment;33.00.00;06.00;1;0;0;1;5
469;5010203;M;Y;Y;0;135000.0;Working;Lower secondary;Married;With parents;27.00.00;05.00;1;0;0;1;2
470;5024665;F;N;Y;0;157500.0;Working;Secondary / secondary special;Married;House / apartment;40.00.00;13.00;1;1;1;0;2
471;5089626;F;N;N;0;315000.0;Commercial associate;Higher education;Married;House / apartment;44.00.00;01.00;1;1;1;1;2
472;5021373;F;N;Y;0;247500.0;Working;Higher education;Married;House / apartment;61.00.00;02.00;1;0;0;1;2
473;5054699;M;Y;Y;0;157500.0;Working;Higher education;Married;House / apartment;43.952.817.824.377.400;19.00;1;0;0;0;2
474;5051180;M;Y;N;1;1.913.993.262.295.080;Working;Secondary / secondary special;Married;House / apartment;36.00.00;05.00;1;0;1;0;3
475;5143515;F;N;Y;0;247500.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;64.00.00;00.00;1;0;0;0;1
476;5018461;F;N;Y;1;166500.0;Working;Secondary / secondary special;Married;House / apartment;55.00.00;22.00;1;0;1;0;3
477;5096300;F;N;N;1;112500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;26.00.00;06.00;1;0;0;0;3
478;5148897;M;N;Y;0;90900.0;Pensioner;Secondary / secondary special;Married;House / apartment;61.00.00;00.00;1;0;1;0;2
479;5025047;F;Y;N;3;112500.0;Working;Secondary / secondary special;Married;House / apartment;32.00.00;10.00;1;1;1;0;5
480;5092164;F;Y;Y;0;45900.0;Pensioner;Secondary / secondary special;Widow;House / apartment;56.00.00;00.00;1;0;1;0;1
481;5053143;M;N;Y;1;126000.0;Working;Secondary / secondary special;Civil marriage;House / apartment;34.00.00;00.00;1;0;1;0;3
482;5038510;F;N;Y;0;103500.0;Working;Incomplete higher;Married;House / apartment;32.00.00;13.00;1;0;0;0;2
483;5023482;F;N;Y;1;119250.0;Working;Secondary / secondary special;Married;House / apartment;44.00.00;12.00;1;1;1;0;3
484;5054099;M;Y;N;2;202500.0;Working;Higher education;Married;House / apartment;32.00.00;02.00;1;0;0;0;4
485;5062713;F;N;Y;1;157500.0;Working;Secondary / secondary special;Married;House / apartment;40.00.00;10.00;1;0;0;0;3
486;5088851;F;Y;Y;0;112500.0;Working;Higher education;Married;House / apartment;31.00.00;06.00;1;0;0;1;2
487;5111117;F;N;Y;1;315000.0;Working;Higher education;Married;House / apartment;32.00.00;04.00;1;0;0;0;3
488;5118115;M;N;N;1;270000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;37.00.00;15.00;1;1;1;0;3
489;5024258;M;N;Y;0;162000.0;Working;Secondary / secondary special;Single / not married;House / apartment;31.00.00;02.00;1;0;0;0;1
490;5113976;M;Y;N;0;270000.0;Working;Incomplete higher;Married;House / apartment;33.00.00;02.00;1;1;1;1;2
491;5099907;F;N;Y;2;112500.0;Working;Incomplete higher;Married;House / apartment;30.00.00;05.00;1;0;0;0;4
492;5092332;F;N;Y;0;58500.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;68.00.00;00.00;1;0;1;0;1
493;5038932;F;N;Y;0;94500.0;Commercial associate;Higher education;Separated;House / apartment;40.00.00;17.00;1;0;1;0;1
494;5078924;M;N;Y;0;270000.0;Working;Secondary / secondary special;Married;House / apartment;44.00.00;03.00;1;0;1;0;2
495;5068390;F;Y;Y;1;270000.0;Working;Higher education;Separated;House / apartment;38.00.00;00.00;1;0;1;1;2
496;5046036;F;Y;Y;0;99000.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;59.00.00;00.00;1;0;0;0;2
497;5033788;F;N;Y;1;315000.0;Working;Higher education;Separated;House / apartment;43.00.00;13.00;1;1;1;0;2
498;5010781;F;Y;Y;1;157500.0;Commercial associate;Higher education;Married;House / apartment;40.00.00;06.00;1;0;0;1;3
499;5022761;F;N;Y;0;180000.0;Working;Secondary / secondary special;Married;House / apartment;27.00.00;04.00;1;0;0;1;2
500;5041980;F;N;N;0;211500.0;Commercial associate;Higher education;Married;With parents;40.00.00;13.00;1;1;1;0;2
501;5113854;M;N;N;0;202500.0;Working;Secondary / secondary special;Single / not married;House / apartment;42.00.00;23.00;1;1;0;0;1
502;5126612;F;Y;N;0;180000.0;Pensioner;Secondary / secondary special;Widow;House / apartment;56.00.00;00.00;1;0;1;0;1
503;5132264;F;N;N;0;144000.0;Working;Secondary / secondary special;Married;House / apartment;43.952.817.824.377.400;06.00;1;0;1;0;2
504;5142136;F;N;N;2;144000.0;Working;Secondary / secondary special;Married;House / apartment;47.00.00;14.00;1;0;0;0;4
505;5088163;F;N;Y;0;270000.0;Working;Secondary / secondary special;Single / not married;House / apartment;35.00.00;03.00;1;0;0;0;1
506;5146086;M;N;N;0;148500.0;Working;Secondary / secondary special;Single / not married;Municipal apartment;39.00.00;03.00;1;0;0;1;1
507;5139553;F;Y;Y;2;157500.0;Commercial associate;Higher education;Married;House / apartment;37.00.00;17.00;1;0;1;0;4
508;5041474;F;N;Y;0;90000.0;Commercial associate;Higher education;Married;House / apartment;25.00.00;02.00;1;0;0;1;2
509;5025020;F;N;Y;0;148500.0;Pensioner;Secondary / secondary special;Married;House / apartment;59.00.00;00.00;1;0;0;0;2
510;5118270;F;N;N;0;99000.0;Working;Secondary / secondary special;Married;With parents;54.00.00;15.00;1;1;0;0;2
511;5095324;F;N;Y;0;315000.0;Pensioner;Secondary / secondary special;Widow;House / apartment;63.00.00;00.00;1;0;1;0;1
512;5142290;F;N;Y;1;162000.0;State servant;Higher education;Civil marriage;House / apartment;41.00.00;00.00;1;0;0;0;3
513;5148792;F;N;Y;0;202500.0;Commercial associate;Secondary / secondary special;Widow;House / apartment;48.00.00;15.00;1;0;0;0;1
514;5062031;F;Y;Y;0;225000.0;Working;Higher education;Single / not married;House / apartment;27.00.00;02.00;1;0;1;1;1
515;5088836;F;N;Y;0;612000.0;State servant;Secondary / secondary special;Married;House / apartment;34.00.00;10.00;1;0;0;1;2
516;5035418;F;N;Y;0;292500.0;Working;Higher education;Married;House / apartment;58.00.00;13.00;1;0;0;0;2
517;5089896;F;N;Y;0;67500.0;Pensioner;Higher education;Single / not married;Municipal apartment;65.00.00;00.00;1;0;0;1;1
518;5137407;F;N;N;0;157500.0;Working;Higher education;Separated;House / apartment;47.00.00;08.00;1;0;0;0;1
519;5086060;F;N;Y;0;135000.0;State servant;Secondary / secondary special;Married;House / apartment;56.00.00;26.00.00;1;0;1;0;2
520;5095117;F;N;Y;0;67500.0;Working;Higher education;Married;House / apartment;39.00.00;04.00;1;0;0;0;2
521;5067419;F;N;Y;0;144000.0;Pensioner;Secondary / secondary special;Married;House / apartment;64.00.00;00.00;1;0;0;0;2
522;5041307;F;Y;Y;0;90000.0;Pensioner;Secondary / secondary special;Married;House / apartment;63.00.00;00.00;1;0;1;0;2
523;5146401;F;N;Y;0;112500.0;Working;Secondary / secondary special;Separated;House / apartment;54.00.00;06.00;1;1;0;0;1
524;5105137;F;N;Y;0;112500.0;Working;Secondary / secondary special;Single / not married;House / apartment;27.00.00;03.00;1;0;0;0;1
525;5053388;F;N;Y;0;135000.0;Working;Secondary / secondary special;Civil marriage;House / apartment;45.00.00;27.00.00;1;0;0;1;2
526;5146467;M;Y;N;0;360000.0;State servant;Higher education;Married;House / apartment;27.00.00;05.00;1;0;0;0;2
527;5113082;F;N;Y;1;112500.0;Working;Higher education;Single / not married;House / apartment;42.00.00;03.00;1;0;0;0;2
528;5052755;M;N;Y;0;225000.0;Working;Secondary / secondary special;Civil marriage;House / apartment;29.00.00;03.00;1;0;0;0;2
529;5092436;F;Y;Y;0;112500.0;Pensioner;Secondary / secondary special;Married;House / apartment;55.00.00;00.00;1;0;1;0;2
530;5022243;F;N;Y;0;202500.0;Working;Secondary / secondary special;Married;House / apartment;42.00.00;23.00;1;0;0;1;2
531;5113020;M;Y;Y;0;202500.0;State servant;Secondary / secondary special;Married;House / apartment;40.00.00;06.00;1;0;0;0;2
532;5058267;M;N;N;1;225000.0;Commercial associate;Secondary / secondary special;Married;With parents;49.00.00;05.00;1;0;0;0;3
533;5037247;M;Y;Y;2;112500.0;Working;Secondary / secondary special;Married;House / apartment;33.00.00;03.00;1;0;0;0;4
534;5100461;M;Y;Y;1;202500.0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;34.00.00;07.00;1;0;0;0;3
535;5096753;M;Y;N;0;328500.0;Working;Higher education;Married;House / apartment;41.00.00;07.00;1;1;1;0;2
536;5091778;M;N;Y;2;112500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;30.00.00;03.00;1;1;0;0;4
537;5038569;M;Y;Y;0;202500.0;Working;Secondary / secondary special;Married;House / apartment;55.00.00;01.00;1;0;1;0;2
538;5069169;M;Y;Y;0;135000.0;Working;Secondary / secondary special;Married;House / apartment;28.00.00;03.00;1;0;0;1;2
539;5065820;M;Y;Y;1;157500.0;Working;Secondary / secondary special;Married;House / apartment;43.952.817.824.377.400;06.00;1;0;0;0;3
540;5091048;F;N;Y;2;270000.0;Commercial associate;Higher education;Married;House / apartment;42.00.00;06.00;1;0;0;1;4
541;5097134;M;Y;Y;0;157500.0;Working;Secondary / secondary special;Married;House / apartment;31.00.00;07.00;1;1;1;0;2
542;5097106;F;N;Y;0;193500.0;Working;Secondary / secondary special;Married;House / apartment;58.00.00;31.00.00;1;0;1;0;2
543;5099877;F;Y;Y;0;103500.0;Pensioner;Secondary / secondary special;Married;House / apartment;59.00.00;00.00;1;0;1;0;2
544;5033884;M;Y;Y;0;90000.0;Working;Secondary / secondary special;Married;House / apartment;55.00.00;03.00;1;1;1;0;2
545;5097024;M;Y;N;0;198000.0;Commercial associate;Higher education;Married;House / apartment;37.00.00;08.00;1;0;0;0;2
546;5010412;F;N;Y;0;202500.0;Pensioner;Secondary / secondary special;Married;House / apartment;60.00.00;00.00;1;0;0;0;2
547;5091144;M;Y;N;0;225000.0;Working;Secondary / secondary special;Married;House / apartment;30.00.00;04.00;1;0;0;0;2
548;5088503;M;Y;Y;0;72000.0;Working;Higher education;Married;House / apartment;60.00.00;02.00;1;0;0;0;2
549;5126142;M;Y;N;2;202500.0;Working;Secondary / secondary special;Married;House / apartment;44.00.00;10.00;1;0;0;0;4
550;5067020;F;Y;Y;1;247500.0;Working;Secondary / secondary special;Civil marriage;House / apartment;47.00.00;03.00;1;0;0;1;3
551;5061076;M;Y;N;0;157500.0;State servant;Secondary / secondary special;Married;House / apartment;41.00.00;09.00;1;1;0;0;2
552;5126527;F;N;N;0;225000.0;State servant;Secondary / secondary special;Married;With parents;34.00.00;01.00;1;0;1;0;2
553;5078931;M;N;N;0;112500.0;Commercial associate;Secondary / secondary special;Single / not married;Municipal apartment;43.00.00;01.00;1;0;1;0;1
554;5125471;M;Y;Y;1;450000.0;Commercial associate;Higher education;Married;House / apartment;48.00.00;05.00;1;0;0;0;3
555;5025207;M;Y;Y;1;180000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;27.00.00;00.00;1;0;0;0;3
556;5042097;F;N;N;1;108000.0;Working;Secondary / secondary special;Separated;House / apartment;39.00.00;11.00;1;0;1;0;2
557;5067653;F;N;Y;0;787500.0;State servant;Higher education;Married;House / apartment;47.00.00;04.00;1;0;0;1;2
558;5089137;F;Y;N;0;202500.0;Commercial associate;Secondary / secondary special;Civil marriage;With parents;39.00.00;15.00;1;0;1;0;2
559;5065601;M;N;Y;0;157500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;57.00.00;03.00;1;0;1;0;2
560;5112833;F;N;Y;1;90000.0;Working;Secondary / secondary special;Separated;With parents;36.00.00;03.00;1;0;1;1;2
561;5024636;F;N;Y;0;1.913.993.262.295.080;Working;Secondary / secondary special;Married;House / apartment;55.00.00;03.00;1;0;0;0;2
562;5050549;M;N;N;2;225000.0;Working;Higher education;Civil marriage;House / apartment;46.00.00;08.00;1;1;0;0;4
563;5065763;F;N;Y;0;90000.0;Working;Secondary / secondary special;Single / not married;House / apartment;40.00.00;02.00;1;0;0;0;1
564;5089269;F;N;N;0;72000.0;Working;Secondary / secondary special;Single / not married;House / apartment;52.00.00;04.00;1;1;0;0;1
565;5061207;M;Y;Y;14;225000.0;Working;Secondary / secondary special;Separated;House / apartment;49.00.00;05.00;1;0;0;0;15
566;5028684;M;N;Y;0;157500.0;Working;Secondary / secondary special;Married;House / apartment;26.00.00;08.00;1;0;0;1;2
567;5028737;M;N;Y;0;360000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;34.00.00;11.00;1;0;0;0;2
568;5113406;M;Y;Y;0;450000.0;Commercial associate;Higher education;Single / not married;House / apartment;30.00.00;02.00;1;0;0;1;1
569;5025741;F;Y;N;0;216000.0;Working;Higher education;Married;Municipal apartment;33.00.00;01.00;1;0;1;0;2
570;5045992;F;N;Y;0;157500.0;Commercial associate;Secondary / secondary special;Married;House / apartment;42.00.00;12.00;1;0;0;0;2
571;5054453;M;Y;Y;0;315000.0;Working;Higher education;Married;House / apartment;49.00.00;03.00;1;0;0;0;2
572;5024586;F;Y;Y;2;315000.0;State servant;Secondary / secondary special;Married;House / apartment;34.00.00;03.00;1;0;0;0;4
573;5090701;F;N;N;0;594000.0;Pensioner;Higher education;Single / not married;Municipal apartment;48.00.00;00.00;1;0;0;0;1
574;5091929;F;Y;N;0;135000.0;Working;Secondary / secondary special;Married;House / apartment;50.00.00;02.00;1;0;0;0;2
575;5149034;F;N;Y;0;180000.0;State servant;Higher education;Married;House / apartment;48.00.00;03.00;1;0;0;0;2
576;5114114;M;Y;N;0;157500.0;Working;Secondary / secondary special;Separated;House / apartment;47.00.00;02.00;1;0;1;0;1
577;5142579;F;Y;Y;1;234000.0;Working;Secondary / secondary special;Single / not married;House / apartment;57.00.00;08.00;1;0;0;0;2
578;5046035;F;Y;Y;0;99000.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;59.00.00;00.00;1;0;0;0;2
579;5050756;M;Y;N;0;225000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;49.00.00;11.00;1;1;0;0;2
580;5047853;M;Y;Y;1;292500.0;Commercial associate;Higher education;Married;House / apartment;34.00.00;09.00;1;0;0;0;3
581;5009790;F;N;N;0;198000.0;Pensioner;Secondary / secondary special;Widow;House / apartment;60.00.00;00.00;1;0;1;0;1
582;5135819;F;N;Y;0;90000.0;Commercial associate;Secondary / secondary special;Married;House / apartment;53.00.00;08.00;1;0;0;0;2
583;5092287;F;N;Y;0;247500.0;Pensioner;Higher education;Married;House / apartment;61.00.00;00.00;1;0;0;0;2
584;5105743;M;Y;N;2;112500.0;Working;Higher education;Married;House / apartment;43.952.817.824.377.400;18.00;1;1;1;0;4
585;5028280;F;N;N;1;157500.0;Commercial associate;Incomplete higher;Married;With parents;33.00.00;08.00;1;0;0;0;3
586;5095896;F;N;N;1;112500.0;Commercial associate;Higher education;Married;House / apartment;44.00.00;07.00;1;1;1;0;3
587;5024352;M;Y;Y;0;585000.0;Commercial associate;Secondary / secondary special;Married;With parents;46.00.00;05.00;1;0;0;0;2
588;5100027;F;Y;N;0;180000.0;Working;Secondary / secondary special;Married;House / apartment;53.00.00;32.00.00;1;0;0;0;2
589;5028337;F;Y;N;1;225000.0;Working;Higher education;Single / not married;With parents;38.00.00;15.00;1;0;0;0;2
590;5090788;F;Y;Y;1;225000.0;Commercial associate;Secondary / secondary special;Separated;House / apartment;30.00.00;04.00;1;0;0;0;2
591;5046126;F;N;Y;0;135000.0;Working;Secondary / secondary special;Married;House / apartment;56.00.00;08.00;1;1;1;0;2
592;5092265;M;N;Y;0;112500.0;Working;Secondary / secondary special;Civil marriage;House / apartment;49.00.00;01.00;1;0;0;0;2
593;5143319;F;Y;Y;0;112500.0;Pensioner;Secondary / secondary special;Married;House / apartment;57.00.00;00.00;1;0;0;0;2
594;5114354;M;Y;N;0;180000.0;Commercial associate;Secondary / secondary special;Married;Municipal apartment;27.00.00;08.00;1;1;0;0;2
595;5117248;F;N;Y;2;112500.0;Working;Secondary / secondary special;Married;House / apartment;36.00.00;07.00;1;0;0;0;4
